1688620816.632640,0
1688620816.737645,0
1688620816.843877,0
1688620816.951841,0
1688620817.056631,0
1688620817.161479,0
1688620817.267052,0
1688620817.372532,0
1688620817.477731,0
1688620817.583049,0
1688620817.688958,0
1688620817.794304,0
1688620817.899162,1
1688620818.004557,0
1688620818.110005,0
1688620818.215802,1
1688620818.320536,0
1688620818.426652,0
1688620818.532619,0
1688620818.638535,0
1688620818.744625,0
1688620818.849194,0
1688620818.954533,0
1688620819.060645,0
1688620819.165811,0
1688620819.271060,0
1688620819.376532,0
1688620819.481690,0
1688620819.586452,0
1688620819.692545,0
1688620819.797679,0
1688620819.903826,0
1688620820.008573,0
1688620820.113696,0
1688620820.219172,0
1688620820.324538,0
1688620820.429686,0
1688620820.535775,0
1688620820.640617,0
1688620820.745684,0
1688620820.851040,0
1688620820.956716,0
1688620821.061435,0
1688620821.167242,0
1688620821.272568,0
1688620821.377621,0
1688620821.483051,0
1688620821.589195,0
1688620821.694915,0
1688620821.801356,0
1688620821.907055,0
1688620822.012585,0
1688620822.117821,0
1688620822.224325,0
1688620822.330170,0
1688620822.436512,0
1688620822.542372,0
1688620822.648833,0
1688620822.754883,0
1688620822.861023,0
1688620822.967491,0
1688620823.072695,0
1688620823.179248,0
1688620823.284377,0
1688620823.390169,0
1688620823.495630,0
1688620823.601552,0
1688620823.707051,0
1688620823.812562,0
1688620823.917693,0
1688620824.023556,0
1688620824.128492,0
1688620824.234467,0
1688620824.340227,0
1688620824.446713,0
1688620824.552645,0
1688620824.657727,0
1688620824.763779,0
1688620824.869148,0
1688620824.974156,0
1688620825.079968,0
1688620825.186138,0
1688620825.291636,0
1688620825.396542,0
1688620825.502203,0
1688620825.608159,0
1688620825.713780,0
1688620825.819569,0
1688620825.924527,0
1688620826.029650,0
1688620826.136304,0
1688620826.241713,0
1688620826.347541,0
1688620826.452484,0
1688620826.557719,0
1688620826.663761,0
1688620826.769422,0
1688620826.875727,0
1688620826.980586,0
1688620827.085834,0
1688620827.191780,0
1688620827.296561,0
1688620827.401813,0
1688620827.507789,0
1688620827.612563,0
1688620827.718062,0
1688620827.824534,0
1688620827.930113,0
1688620828.036250,0
1688620828.141808,0
1688620828.248336,0
1688620828.353741,0
1688620828.459955,0
1688620828.564539,0
1688620828.670084,0
1688620828.775766,0
1688620828.880519,0
1688620828.985638,0
1688620829.091048,0
1688620829.196702,0
1688620829.301926,0
1688620829.407812,0
1688620829.512492,0
1688620829.617748,0
1688620829.724170,0
1688620829.829736,0
1688620829.935641,0
1688620830.040674,0
1688620830.145711,0
1688620830.251970,0
1688620830.356732,0
1688620830.462697,0
1688620830.568347,0
1688620830.674199,0
1688620830.780706,0
1688620830.886678,0
1688620830.992704,0
1688620831.097737,0
1688620831.204276,0
1688620831.310011,0
1688620831.415799,0
1688620831.521733,0
1688620831.627209,0
1688620831.732707,0
1688620831.838602,0
1688620831.944168,0
1688620832.049385,0
1688620832.155065,0
1688620832.260852,0
1688620832.366471,0
1688620832.472583,0
1688620832.577624,0
1688620832.684552,0
1688620832.789890,0
1688620832.895985,0
1688620833.001713,0
