1688620210.799878,1
1688620210.906297,0
1688620211.013307,0
1688620211.118975,0
1688620211.224810,1
1688620211.331298,1
1688620211.438681,0
1688620211.544973,0
1688620211.650816,0
1688620211.756654,0
1688620211.861497,0
1688620211.966987,0
1688620212.072621,0
1688620212.177559,0
1688620212.283881,0
1688620212.388629,0
1688620212.493631,0
1688620212.599179,0
1688620212.704655,0
1688620212.809822,0
1688620212.915813,0
1688620213.020594,0
1688620213.125951,0
1688620213.232221,0
1688620213.338302,0
1688620213.445911,0
1688620213.552551,0
1688620213.657835,0
1688620213.764348,0
1688620213.869909,0
1688620213.975897,0
1688620214.080583,0
1688620214.186536,0
1688620214.292651,0
1688620214.397737,0
1688620214.503816,0
1688620214.608868,0
1688620214.713669,0
1688620214.819857,0
1688620214.924559,0
1688620215.029725,0
1688620215.135662,0
1688620215.240636,0
1688620215.348390,0
1688620215.453696,0
1688620215.559755,0
1688620215.665598,0
1688620215.771000,0
1688620215.876740,0
1688620215.982065,0
1688620216.088489,0
1688620216.193683,0
1688620216.299177,0
1688620216.405023,0
1688620216.511601,0
1688620216.616609,0
1688620216.721703,0
1688620216.827840,0
1688620216.932566,0
1688620217.038063,0
1688620217.143256,0
1688620217.248747,0
1688620217.353695,0
1688620217.459247,0
1688620217.564624,0
1688620217.669745,0
1688620217.776056,0
1688620217.882375,0
1688620217.988621,0
1688620218.094949,0
1688620218.200573,0
1688620218.305708,0
1688620218.411792,0
1688620218.516592,0
1688620218.621793,0
1688620218.727961,0
1688620218.833002,0
1688620218.939865,0
1688620219.044597,0
1688620219.150391,0
1688620219.256037,0
1688620219.361551,0
1688620219.466847,0
1688620219.572693,0
1688620219.677877,0
1688620219.784003,0
1688620219.888560,0
1688620219.993878,0
1688620220.099181,0
1688620220.204627,0
1688620220.309691,0
1688620220.415249,0
1688620220.520327,0
1688620220.625818,0
1688620220.731845,0
1688620220.836737,0
1688620220.942012,0
1688620221.048219,0
1688620221.152621,0
1688620221.257685,0
1688620221.362542,0
1688620221.468642,0
1688620221.574246,0
1688620221.680384,0
1688620221.785906,0
1688620221.891782,0
1688620221.997497,0
1688620222.102891,0
1688620222.208285,0
1688620222.314070,0
1688620222.420177,0
1688620222.524624,0
1688620222.629823,0
1688620222.735249,0
1688620222.840575,0
1688620222.944616,0
1688620223.049235,0
1688620223.154225,0
1688620223.259955,0
1688620223.364583,0
1688620223.469888,0
1688620223.575690,0
1688620223.680525,0
1688620223.786555,0
1688620223.892684,0
1688620223.998763,0
1688620224.104686,0
1688620224.209969,0
1688620224.315861,0
1688620224.421736,0
1688620224.528729,0
1688620224.637532,0
1688620224.744675,0
1688620224.850567,0
1688620224.956868,0
1688620225.061511,0
1688620225.167654,0
1688620225.272694,0
1688620225.378268,0
1688620225.484593,0
1688620225.590044,0
1688620225.696342,0
1688620225.801872,0
1688620225.908035,0
1688620226.014198,0
1688620226.120065,0
1688620226.224864,0
1688620226.329857,0
